Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6gwMhuVPNWwFTTKHKRtJun,"All the Debts I Owe","Caamp","Caamp",2016-03-08,193048,2,false,jackdutton8,2026-02-15T04:51:03Z,"indie folk,folk","Caamp",0.463,0.484,0,-11.065,1,0.0435,0.754,0.00467,0.134,0.474,93.297,4
spotify:track:1XcxubL4Y4U4gxLeIbb8VM,"Tattoos","Purgatory","Tyler Childers",2017-08-04,203360,67,false,jackdutton8,2026-02-15T04:51:03Z,"country,outlaw country,red dirt,alt country,texas country,bluegrass","Hickman Holler Records",0.333,0.457,9,-7.295,1,0.0307,0.241,0.0399,0.16,0.279,172.143,4
spotify:track:0113kB5PUEGvDHVBopCuTo,"Creeker","Country Squire","Tyler Childers",2019-08-02,301746,53,false,jackdutton8,2026-02-15T04:51:03Z,"country,outlaw country,red dirt,alt country,texas country,bluegrass","Hickman Holler Records/RCA Records",0.374,0.39,4,-7.223,1,0.0283,0.453,0.000518,0.257,0.3,183.219,3
spotify:track:3jSc6a7N6L9RhAhxjh9VQP,"I Swear (To God)","Purgatory","Tyler Childers",2017-08-04,200493,59,false,jackdutton8,2026-02-15T04:51:03Z,"country,outlaw country,red dirt,alt country,texas country,bluegrass","Hickman Holler Records",0.59,0.572,4,-4.684,1,0.0266,0.843,0.229,0.33,0.924,89.721,4
spotify:track:0ofHAoxe9vBkTCp2UQIavz,"Dreams - 2004 Remaster","Rumours (Super Deluxe)","Fleetwood Mac",1977-02-04,257800,90,false,jackdutton8,2026-02-15T04:51:03Z,"classic rock,yacht rock,soft rock","Rhino/Warner Records",0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,4
spotify:track:2pfAvgMoHLfialvMYn337d,"No Sleep","By and By","Caamp",2019-07-26,237760,0,false,jackdutton8,2026-02-15T04:51:03Z,"indie folk,folk","Mom+Pop",0.704,0.71,8,-7.387,1,0.0284,0.533,0.0011,0.148,0.897,123.89,4
spotify:track:6oPDKGwBri4OLQX5IYu02T,"Away From The Mire","Home","Billy Strings",2019-09-27,463653,57,false,jackdutton8,2026-02-15T04:51:03Z,"bluegrass,newgrass,jam band,americana","Rounder",0.379,0.593,6,-9.113,0,0.0295,0.584,0.00547,0.122,0.511,143.207,4
spotify:track:19MkwMrRjO7773zpuGss1o,"Shake the Frost (Live)","Live on Red Barn Radio I & II","Tyler Childers",2018-06-29,175120,76,false,jackdutton8,2026-02-15T04:51:03Z,"country,outlaw country,red dirt,alt country,texas country,bluegrass","Hickman Holler Records",0.447,0.341,2,-9.769,1,0.0457,0.806,0.00000205,0.686,0.371,138.969,4
spotify:track:0bM1z18RQpr61UuI1LemIK,"Dixieland Delight","The Closer You Get...","Alabama",1983,325542,70,false,jackdutton8,2026-02-15T04:51:03Z,"classic country,country,country rock,country christian","RCA Records Label Nashville",0.444,0.414,2,-15.04,1,0.0325,0.163,0.0000207,0.053,0.573,95.73,4
spotify:track:2a1iMaoWQ5MnvLFBDv4qkf,"High and Dry","The Bends","Radiohead",1995-03-13,257480,79,false,jackdutton8,2026-02-15T04:51:03Z,"art rock,alternative rock","XL Recordings",0.419,0.383,4,-11.782,1,0.0256,0.0724,0.0176,0.0896,0.35,87.568,4
