Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2Lk8XTulavagQOrYqFpGB8,"Dust in a Baggie","Billy Strings - EP","Billy Strings",2016-06-10,174173,61,false,jackdutton8,2023-08-01T10:12:24Z,"bluegrass,newgrass,jam band,americana","Billy Strings",0.519,0.776,7,-7.051,1,0.0309,0.252,0.0000292,0.157,0.653,137.29,4
spotify:track:383Xl5QTigwj3QiA3Qc6S7,"The Devil Went Down to Georgia","A Decade Of Hits","The Charlie Daniels Band",1988-08-10,214866,68,false,jackdutton8,2023-08-01T10:12:50Z,"southern rock,outlaw country,classic country,country rock,country","Epic/Legacy",0.523,0.626,0,-9.425,1,0.0523,0.155,0,0.0869,0.917,134.127,4
spotify:track:7hlA8gMMz6jSp91Twsnuv3,"The Devil Wears a Suit and Tie","Imaginary Appalachia","Colter Wall",2015-06-02,236026,0,false,jackdutton8,2023-08-01T10:12:57Z,"outlaw country,southern gothic,country,red dirt,alt country,bluegrass,americana","Black Hole Music",0.625,0.319,6,-12.119,0,0.0805,0.79,0.104,0.0921,0.438,127.799,4
spotify:track:59J3FhCGYl18G3ouDReUge,"I've Been Everywhere","American II: Unchained","Johnny Cash",1996-01-01,196733,0,false,jackdutton8,2023-08-01T10:14:08Z,"classic country,outlaw country,country","American Recordings Catalog P&D",0.731,0.779,11,-5.884,0,0.0658,0.6,0.00000174,0.312,0.817,112.2,4
spotify:track:3HtiROqXi9SqQgBKtVBMm8,"November Blue","Country Was","The Avett Brothers",2002,267013,37,false,jackdutton8,2023-08-01T10:14:46Z,"indie folk,folk,newgrass,americana,bluegrass,alt country,folk rock","Ramseur Records",0.442,0.616,0,-7.228,1,0.029,0.5,0,0.373,0.257,91.003,4
spotify:track:5gcj73NwRyRWXCKBov0ndc,"Hard Worker","Mignonette","The Avett Brothers",2004-07-27,125346,21,false,jackdutton8,2023-08-01T10:15:06Z,"indie folk,folk,newgrass,americana,bluegrass,alt country,folk rock","Ramseur Records",0.486,0.611,9,-5.39,1,0.0396,0.267,0,0.366,0.902,129.825,4
